title,station,price,info,img,phone 
三层联排别墅 可办公 可居家 可长租 自带两车位,万科青青家园,13000元/月,房源亮点自带两车位可免费使用三层联排小区中间位置全明格局可办公可居家户型介绍3室2厅1厨3卫南北花园一层入户一次为厨房餐厅客厅二层南北各一间卧室三层朝南主卧带独立卫生间朝北露台已封阳光房出租原因业主长期在国外房产空置可长期出租接受办公以及居家租户交通出行小区西门有公交站牌657路郎辛庄至东湖363路青青家园至四惠交通枢纽运通111豆各庄至来广营北三路公交自驾车走京哈高速出行方便小区介绍万科青青家园小区为花园式洋房社区小区全为低层小板楼别墅低密度社区绿化高万科自持物业打造小区安全放心舒适的社区生活环境,"['https://image1.ljcdn.com/110000-inspection/f50a98c3-882b-45f0-aa46-610acfd1d105.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/e848ce41-59d5-4246-9c5a-2fa4ec13cfc1.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/ed4bbacd-9754-4a13-b686-6c2f0f3e7340.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/1f672b9c-ea4a-48e9-86e4-a48967476759.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/04354d03-6121-4b29-b7f1-e49f6daceb5f.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/4d06289c-088c-451d-9c5b-2ef406e1ba82.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/13bbc38a-f91a-4c94-8e89-265b59b4726e.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/c1a03c60-50ed-4818-85db-a37737738b0d.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/3410fed8-3c82-43ac-9a71-d43c81d29e0e.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/4e379113-5890-48f3-bacc-b0e2bded009a.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/706a5bbe-8b78-4e5d-8e33-a0b7ed913357.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/75edd877-6b0d-41da-98be-7e2dbf52a4e4.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/13cdde03-573c-4c5d-acf9-02b690f1225d.jpg.600x450.jpg', 'https://image1.ljcdn.com/x-se/110000-frame/c79c2bf8-4839-40ac-982b-4cd878d37723.jpg.600x450.jpg']",
京通苑 2室1厅 5500元,京通苑,5500元/月,,"['https://image1.ljcdn.com/110000-inspection/7449451b-4665-4114-8670-a3a0af86ff23.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/94c5b011-7aef-4185-81cb-2fe42bd48dc7.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/2f1b3a8b-5d1e-44b7-b3b4-9ebb36816308.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/03e841d6-6b3c-4a8b-98fc-e58db013bbd3.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/a4ffdc56-79ec-45bf-a3fa-e7489d37e818.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/e366d53c-7e3d-4c4e-97f7-82a3d9f8dcc4.jpg.600x450.jpg', 'https://image1.ljcdn.com/x-se/hdic-frame/3c9864d5-7d9d-438b-b5bc-d351dd388fae.png.600x450.jpg']",40083883138904
半岛金街 3房间1卫 5000元,半岛金街,5000元/月,,['https://image1.ljcdn.com/x-se/hdic-frame/a6720e18-0b0c-4555-8264-0286b9c9f65a.png.600x450.jpg'],40083883131375
苹果派 2室1厅 6800元,苹果派,6800元/月,,"['https://image1.ljcdn.com/110000-inspection/c844ec5f-ce13-4b14-a7df-8f6af5a65df6.JPG.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/20058b19-5e2e-4d3c-a37d-e96688f815a0.JPG.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/0e1285c2-f126-47e5-8417-cb9addae5b1e.JPG.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/119eafdc-3c0f-4e5a-8bc0-ceb5169d4061.JPG.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/5bd67a0b-4d9e-4a4e-b3fa-571ec57e9edb.JPG.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/6eb43317-7749-44ed-94e1-11ac27407d81.JPG.600x450.jpg', 'https://image1.ljcdn.com/x-se/hdic-frame/b1d034e6-a4ea-4859-8b34-902a0d65a2c9.png.600x450.jpg']",40085901774808
绿地启航社 1房间0卫 7000元,绿地启航社,7000元/月,,['https://image1.ljcdn.com/x-se/hdic-resblock/a442b2c6-e2f7-4a7f-b391-3b717976c5c3.jpg.600x450.jpg'],40088912922262
双井北里 南北两居室 诚意出租 有钥匙 随时看房,双井北里,6500元/月,周边配套双井北里小区临近富力广场休闲娱乐很方便周边有工商银行北京银行等户型介绍此房为双井北里小区典型户型南北通透两居室房子装修保持好通透采光强交通出行小区门口是公交车站多条公交线路交通便利小区最近地铁线路为10号线双井站,"['https://image1.ljcdn.com/110000-inspection/test-13477d0e-72cc-4f40-999e-2b265dba39a0.png.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/5fc15e59-2ee0-4046-bed6-d8a5e6742595.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/06861b0f-8a1e-4ddf-9cdc-fc1962ef25d3.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/581dd8a1-ae74-49b7-833e-6cc7ad020efe.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/63a00ea3-c1bf-450d-9622-81d268be8265.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/8bf454f7-cdb1-4cde-b5bc-2dc74bc1b593.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/c4fe8da8-24c4-48a7-a0a2-2e657683d3ee.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/14baf5e6-7ed3-4f68-aaea-a88445bbd9f8.jpg.600x450.jpg', 'https://image1.ljcdn.com/x-se/hdic-frame/test-4061ec05-3ac8-4e85-8c3b-904308515312.png.600x450.jpg']",40080501135635
合生世界村 2室1厅 4200元,合生世界村,4200元/月,,"['https://image1.ljcdn.com/110000-inspection/925641f9-3d26-4800-a3e6-16cd67793eb4.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/a063a977-aaa3-4e5e-9716-5cba84bcd665.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/699ebbc8-1c27-4653-a32b-4df6e783b9c0.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/84047fc3-7b06-4d37-82a3-203f381aec1d.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/a1901062-b264-4457-88a5-541d8a495835.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/b024b5f8-a82d-4e57-be32-32e295a7d4f2.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/50827a85-870b-48b0-8f00-1185ce200edd.jpg.600x450.jpg', 'https://image1.ljcdn.com/x-se/hdic-frame/74ce6f21-451a-4987-94c0-22213da32476.png.600x450.jpg']",40086710987341
兴创屹墅 270平四居带一保姆间 带产权车位,兴创屹墅,30000元/月,交通出行小区距离地铁高米店南站为770米来源于百度地图开车从小区南门向东走乐园路可以到京开高速出站口去五环内还是去河北都方便周边配套此房的南面是绿地缤纷城有乐购超市保利国际电影院眉州东坡酒楼等购物娱乐设施满足客户日常需要出租原因业主房子现在自住过段时间打算搬到城里住前段时间考虑卖房但是一直找不到合适客户所以就不打算卖了有客户考虑租的话需要给业主一个星期的时间用来搬家才能入住装修描述开发商交房自带的精装修装修风格为法式风格整体环境明亮居住体验好户型介绍此房为南北通透四居室三卧朝南一卧和保姆间朝北南北各有一阳台打开后能形成对流降低室内温度餐厅23平客厅48平可满足朋友上门聚会或接待客户的需要房源亮点大兴区高端别墅区房子在小区的西南角配套设施齐全交通便利家具家电齐全带一个产权车位小区保安24小时巡逻居住环境优美安全放心特别适合公司高管合租简单接待客户,"['https://image1.ljcdn.com/110000-inspection/55f96a1c-99cd-4cf4-b805-66f994b2755a.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/7690e2dc-cdc2-42f1-8173-93be202b85c1.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/466eb6e4-976c-4562-8e9a-766032af6e5b.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/b55b9211-0fa5-490b-97d5-37f5185f190b.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/c31ae17a-cc72-4c6b-9aa8-d49406762225.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/92ad6165-ac12-4e94-ab85-27760b20281d.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/b644f415-d870-4376-afd6-08ac3743b912.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/89b35519-ebb1-4d69-8f8a-d29cb3fd64f9.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/8e876c0a-aeb9-494e-90a3-d77b0cd0b0e4.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/d8979ec0-6f50-48aa-8e90-ece02ba4b076.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/e31ee14d-648a-4f7b-83cd-cee30e0bc85e.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/3eddf810-4b7d-4b01-ab08-ed0a6a4c95cf.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/6020851d-cbaa-4fee-b559-1f4b8f333917.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/68cf97e8-846c-4c16-8775-ceaa7c687d9a.jpg.600x450.jpg', 'https://image1.ljcdn.com/x-se/hdic-frame/2b306e72-d527-409c-9b5c-ae14d059e106.png.600x450.jpg']",40086056699355
7 号线  达 官 营  西 城马 连 道,红莲南里,4500元/月,出租原因业主新买的房子暂时不住可出租二年东西可配交通出行出北门步行1就是地铁7号线达官营站步行左右即到红莲南路或红莲南路西口公交站89路途经北京西站公主坟45路途经达官营展览路动物园枢纽站周边配套西门往南走之内便是浦发银行与建设银行内便是工商银行周边有家乐福超市新年华商场各种小吃餐馆林立,"['https://image1.ljcdn.com/110000-inspection/rsp_pic_uploadda080eca-61b6-4eea-ac7b-547b6c694f91.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/rsp_pic_upload989f97aa-9908-4974-a51e-b0de4d8c5352.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/rsp_pic_upload7b1b2fee-c179-46b4-9b54-b403c81cebfb.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/rsp_pic_upload0f3d3cea-ade1-4fe9-bcfc-a1f4ebf097bf.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/rsp_pic_uploadd2855254-c8ca-4c3b-b4d5-5c320a6661f2.jpg.600x450.jpg', 'https://image1.ljcdn.com/x-se/hdic-frame/e5601982-20c5-4cfb-ab3e-3b0c6c45ae67.png.600x450.jpg']",40087670034726
城乡世纪广场莫尔空间 3房间1卫 5300元,城乡世纪广场莫尔空间,5300元/月,,[],40087668958234
金隅自由筑 挑高4.2米 看房随时,金隅自由筑,3200元/月,周边配套位置繁华京客隆超市华联超市博纳电影院迪卡侬小吃一条街虾吃虾涮宽板凳火锅呷哺呷哺迪卡侬购物交通出行小区出门就是通6路和T107公交车出行方便门口就是公交车也可以步行到地铁站小区介绍小区是新建商品房小区环境优美物业和保安很负责任停车位充足,['https://image1.ljcdn.com/x-se/hdic-frame/0ef29026-e5b7-4aad-9d96-b0ced08ff3fb.png.600x450.jpg'],40086710981644
万柳长春桥怡水园主卧带独立卫生间，难得一套！,山水倾城,5600元/月,房源亮点这个房子是业主去年装修的按照自己的要求标准精心装的由于家里很少有人住所以打算把主卧租出去选择这套房子没错居住的人房间内也很安静出租原因主要原因是房子住不过来家里人都有自己的房子住房主又很年轻没有小孩所以才打算出租交通出行小区出门200米即是万柳中南口公交站途经664992539等多辆公交交通方便小区介绍出色的人文环境和自然环境赋予项目优越的先天条件社区内的小环境与外部大环境珠联璧合8万平米的社区内只点缀四栋楼体仅供308套尊贵宅邸社区景观以水为设计灵魂独特的3000平米空中花园将四栋楼体巧妙的连接起来,"['https://image1.ljcdn.com/110000-inspection/712d27d3-07fa-4b43-83e6-f3d2da2e462d.JPG.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/c981f5f9-6afe-416e-a5cb-cbbe89574ffa.JPG.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/59609889-69e9-4a6f-b48b-284d516b46a3.JPG.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/a434515e-88c5-4e93-8470-53a600146a8c.JPG.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/b2f53bc9-05b9-4b66-b2f3-46a2efebc6a8.JPG.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/0781a717-def3-412e-85d6-2d8a7eb37138.JPG.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/62cc9934-e7ed-4880-be6f-80a560221165.JPG.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/170b7828-1cc9-4d27-8dfd-64e2602493bb.JPG.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/341dec89-a089-4766-bc82-35f9ae7781b6.JPG.600x450.jpg', 'https://image1.ljcdn.com/x-se/hdic-frame/7dffe8fb-6b4c-48f8-8191-ed90d75a96cf.png.600x450.jpg']",40080979593629
巴克摩界南向开间，带电梯，精装,巴克摩界,4300元/月,交通出行小区出门向南侧有公交线路807北侧公交线路668669等直达国贸过人行道是八通线果园地铁站出行方便周边配套出小区向北有物美超市东侧九棵树地铁站有罗斯福广场家乐福超市生活方便小区介绍巴克摩界小区有天然气集中供暖房子是一个南向开间带有电梯采光好居住舒适,"['https://image1.ljcdn.com/110000-inspection/7a183012-6417-4fa8-a1e4-b8c46684c895.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/a9e11e6f-e9b0-4613-9e43-8ace266355d4.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/aaa9fc27-29a0-42cb-919f-90e119aa8e76.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/84f82e00-29c9-40d8-a547-90b17996487c.jpg.600x450.jpg', 'https://image1.ljcdn.com/x-se/hdic-frame/99dffcce-71b3-4091-a145-667809dbace1.png.600x450.jpg']",40086056698777
玉带河东街  皓月苑  精装  家具家电齐,皓月苑,3500元/月,小区介绍此房所在小区基本是20022003年建成小区干净整洁社区住户和善友爱周边配套有京客隆新城东里菜市场潞河医院大药房网吧满足生活娱乐双鹿幼儿园交通出行门口就是通州南关公交站有552317809等公交去往北运河西站梨园通州北苑还有647到大北窑房源亮点本房位于玉带河东街皓月苑精装一居室可作为两居室使用家具家电齐满足生活需要交通便利647552809317去往北运河西站梨园站通州北苑大北窑有潞河医院弗兰德酒楼京客隆药店生活社区完善小区楼房建成年代20022003,"['https://image1.ljcdn.com/110000-inspection/6f0b45a7-0e41-4e3a-8630-adce27f151f1.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/4196919f-4a0e-4ff2-a5fc-0fa91216b0dc.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/27488e55-6519-46a7-a9f4-4f42b4fa9741.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/463980ef-9901-46ea-97e7-404494e5c03d.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/8b913352-3b73-400d-9d16-ef0a459c1ec7.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/fab0c3db-9be9-4bf2-8dc1-2f3ebb1ff967.jpg.600x450.jpg', 'https://image1.ljcdn.com/x-se/hdic-frame/ca4a8415-54a5-423d-ba9e-d4407851e04e.png.600x450.jpg']",
听涛雅苑 1室1厅 5300元,听涛雅苑,5300元/月,,"['https://image1.ljcdn.com/110000-inspection/test-112f592d-ac93-4b34-8a71-cf049755522b.png.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/b75a167d-5529-4ea1-a0de-6086fa6345b9.JPG.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/05207065-71b2-437d-b79a-4d7c4c0203fe.JPG.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/0fec3507-1f01-4dee-a705-6c04c5258158.JPG.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/bc9ac9d9-09c6-4d0a-a3eb-51fa54894c77.JPG.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/188d9dd7-ec07-487e-a6b7-9ce6e07146d3.JPG.600x450.jpg', 'https://image1.ljcdn.com/x-se/hdic-frame/test-06c9e734-2f2b-4024-81f2-f82989bd3820.png.600x450.jpg']",
禧瑞都 3室2厅 32000元,禧瑞都,32000元/月,,"['https://image1.ljcdn.com/110000-inspection/f8e008d7-10fd-43b8-ae48-84721a108064.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/fbe6fd8b-2517-492a-b105-d429671b98ef.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/ac248358-2f06-496f-9b68-8a77e9c00a43.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/a70cbbae-145c-412c-9773-4c7cda81277f.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/f2ca183e-6d53-406c-a7ca-87a2b53c5fac.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/a0c94bfe-8bf0-4726-bee6-73fab42d8238.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/2d8344b8-c60c-496a-aa98-7f8518756bff.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/7db62823-6287-484e-a09c-aec33bc4c993.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/c84cd388-f110-4c57-8d66-185d832e160c.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/d9ca3e89-e074-4deb-a733-cba8ec38b0c4.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/66d303a9-d58d-48fd-84e2-2e350275a8be.jpg.600x450.jpg', 'https://image1.ljcdn.com/x-se/110000-frame/fdaae7a6-4228-4d8f-9ef0-e43326a01aa5.png.600x450.jpg']",
巴克摩界 1室0厅 3800元,巴克摩界,3800元/月,,"['https://image1.ljcdn.com/110000-inspection/3047ec0c-59fe-4f08-9396-21ed1d0df823.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/4130c655-8d45-4456-8e72-5c9164d715c2.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/08dbb23a-4085-44c8-b14b-ca64e2cbb215.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/3b1ca7e0-a711-4ac1-9b7e-832c3bc27b4f.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/17e8d3f8-61c3-4ad7-bf54-907424ced2e7.jpg.600x450.jpg']",40087785523815
天居园大两居   业主自住 主卧带独立卫生间,天居园,9600元/月,小区介绍此小区是2008年的新小区当时奥运会的小区媒体村人车分流小区环境好绿化高出租原因业主不自主出租可以长租不买房不卖房稳定出租可以长租户型介绍此房次卧客厅朝东大主卧朝东南主卧带独立卫生间明厨明卫,"['https://image1.ljcdn.com/110000-inspection/cde7c7b1-d8ab-4bb0-81b8-669fb7250b70.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/f5d6e08f-02b6-4770-906d-91c2e95c9a56.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/1d68905d-cf96-42f6-8567-459092a2d1a7.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/4f4cb3c4-7542-48be-be45-f3ffcf7447db.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/c1ee8758-cc99-4520-86a3-ec25d2be6dfc.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/6250469c-63d7-4926-9ac3-82f4077e7ff1.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/bb6356a2-7d62-4d16-8b08-c451679f8c95.jpg.600x450.jpg', 'https://image1.ljcdn.com/x-se/hdic-frame/53fdd423-2fb6-44f5-bc90-ae3c8d6d7c67.png.600x450.jpg']",40087668952626
丰汇园小区 2室2厅 22000元,丰汇园小区,22000元/月,,"['https://image1.ljcdn.com/110000-inspection/a29e6162-2b75-4da9-946b-14fea6c72d33.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/dd4c23d1-b1fe-4b3f-889c-18d803d95301.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/7e87de50-3b89-4070-9e02-d177cfb6e3ab.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/18932b6a-c889-4950-9a6b-0deb978ceaf3.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/5ff8b479-cc78-405a-9e22-6b055db59608.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/a70234b3-7e02-4c3b-b4df-1fa4f5e9bbc3.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/b83f5432-496f-4cfa-b8f8-e3dddf185247.jpg.600x450.jpg', 'https://image1.ljcdn.com/x-se/110000-frame/b34bd0a5-dfb7-4df0-b5f2-9fa2201d04ce.jpg.600x450.jpg']",40087668952969
祖家庄精装修两居室可随时拎包入住,祖家庄小区,5500元/月,房源亮点祖家庄精装修现在房子里有租户但房子保持的干净整洁可随时入住户型介绍此房业主精心改造过南北通透两居室格局客厅朝南双卧室朝北开放式厨房装修描述装修是业主按自己居住的标准装修的已经居住几年了但保持的特别好出租原因因为业主工作的位置离住的地方远些房子暂时用不到房子出租收益交通出行祖家庄小区是成熟社区有多路公交线路例如474路88路958路等等,"['https://image1.ljcdn.com/110000-inspection/e704a61a-b7ee-4866-9eea-3bcb1a06ec0d.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/715bad00-bf8a-449d-93ff-d6249e1bda94.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/554afbf2-eeee-40af-98d7-bb494346d870.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/2b9d9970-57f6-4dc9-9a2b-b9632aa084a2.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/36483371-131e-422c-bdc8-cb3b2745e520.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/03d9c7c9-1b68-4f7d-b6f8-db5f0ed09395.jpg.600x450.jpg', 'https://image1.ljcdn.com/x-se/hdic-frame/7ea38f68-0927-44e8-93ea-e26acbbd130e.png.600x450.jpg']",40089500391584
双兴南区 2室1厅 3400元,双兴南区,3400元/月,,"['https://image1.ljcdn.com/110000-inspection/14a67929-cfb2-4fb3-bf7a-67697a07714b.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/36813f97-877a-4b5a-9722-deb487e5b7f1.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/26cf77ad-47b2-4dff-a30b-755f291f719e.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/02f617dc-ca70-41ec-ba17-b8a2c37c348e.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/5aaabdfd-144b-4fec-925b-bc7abde0966a.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/04aaa1fc-3ff4-4104-a08f-868f2d0f70de.jpg.600x450.jpg', 'https://image1.ljcdn.com/x-se/hdic-frame/48900b27-dbd6-4de3-9ac6-8cd73f8efa82.png.600x450.jpg']",40087686162302
白纸坊桥  简装2居室 拎包入住,菜户营甲86号院,4900元/月,交通出行小区距椿树馆街公交车站较近2站便可到达达官营地铁站离西二环较近交通比较方周边配套配套比较齐全银行有工商银行建设银行超市有京客隆超市美廉美超市医院有宣武医院小区介绍小区环境很好楼道干净整洁小区人流量少安全不杂乱适宜生活,['https://image1.ljcdn.com/x-se/hdic-frame/b1382ffa-9825-4679-98a0-2742ebfabd77.png.600x450.jpg'],
贵园南里丁区3层全南向一居室，9.10号到期,贵园南里丁区,4000元/月,交通出行小区东北门向北290米来自高德地图是贵园南里公交站有115927846665兴15兴16等多路公交车小区西北门向北13公里来自高德地图是亦庄桥地铁站交通出行十分方便户型介绍此房是全南向一居室卧室客厅厨房全朝南客厅带一个32平米的阳台采光十分好小区介绍此房所在小区是2001年建成的商品房社区一共有七栋楼邻里和睦小区安静有24小时物业巡逻凭门禁出入小区十分安全,"['https://image1.ljcdn.com/110000-inspection/af67b1ce-e7a2-4730-8f1a-07305c52e43d.JPG.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/dbdb9128-69df-4c4b-b5be-ba9e0f5af510.JPG.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/e7380998-9542-48cb-985c-d59b08e83d76.JPG.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/361021da-7e98-450a-9849-e5738fd6b437.JPG.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/337eee5d-da6f-460f-b16a-5987996d8c50.JPG.600x450.jpg', 'https://image1.ljcdn.com/x-se/hdic-frame/0b8cd399-ef95-4adb-bbff-d10823ff350b.png.600x450.jpg']",40083136336312
贡院九号 3室1厅 25000元,贡院九号,25000元/月,,"['https://image1.ljcdn.com/110000-inspection/test-651c1020-b0f6-4ac7-89e9-d8d10bdd3545.png.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/2d534fe9-7b06-4c63-b817-34b7f508dc62.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/797aaf3e-77d3-4dd7-8c6e-1825c9d5e189.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/753b997f-bfc8-4349-afba-6d1bc3d406db.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/e0b3deb9-c849-45ae-9925-9a756b1c4245.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/0a97316a-c8d9-4747-b5e1-b3a44a708850.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/745d38ca-d2fd-44a2-ac87-cf7d82c6c333.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/cc65f3fe-1b99-4e4f-8931-9c8979d74e7a.jpg.600x450.jpg', 'https://image1.ljcdn.com/110000-inspection/71a596e7-f870-4f41-af57-fef27696e2a5.jpg.600x450.jpg', 'https://image1.ljcdn.com/x-se/hdic-frame/test-d3237982-265a-4ee5-a266-57e0891ebc9f.png.600x450.jpg']",40087916555299
阳光100 2室1厅 13000元,阳光100,13000元/月,,['https://image1.ljcdn.com/x-se/hdic-frame/5962961d-2508-4dd5-a583-c7d4a763c21d.png.600x450.jpg'],40080602058775
